风机名,状态码值,状态码描述,激活时间,复位时间
,80072,齿轮箱润滑油泵马达保护, 2019-07-16 09:09:56:493, 2019-07-16 10:26:36:039
,140011,风轮锁定1未解锁, 2019-07-16 09:45:31:906, 2019-07-16 09:45:40:386
,300670,变桨系统桨距角两两偏差超限, 2019-07-16 09:49:22:010, 2019-07-16 09:50:57:294
,300511,桨叶1的电机温度超限, 2019-07-16 10:01:55:439, 2019-07-16 10:05:19:547
,300621,变桨系统轴1的91°限位开关触发, 2019-07-16 10:05:18:567, 2019-07-16 10:05:26:087
,80072,齿轮箱润滑油泵马达保护, 2019-07-16 10:51:43:035, 2019-07-16 12:01:48:318
,300511,桨叶1的电机温度超限, 2019-07-16 12:30:51:986, 2019-07-16 12:40:43:369
,300670,变桨系统桨距角两两偏差超限, 2019-07-16 12:59:30:193, 2019-07-16 13:00:45:996
,800001,塔底紧停开关触发, 2019-07-16 13:00:31:896, 2019-07-16 13:00:45:996
,300670,变桨系统桨距角两两偏差超限, 2019-07-16 13:10:35:439, 2019-07-16 13:11:33:841
,80072,齿轮箱润滑油泵马达保护, 2019-07-16 13:48:00:067, 2019-07-16 13:48:43:269
,300683,变桨系统轴3桨距角偏差超限, 2019-07-17 01:46:35:266, 0000-00-00 00:00:00:000
,300681,变桨系统轴1桨距角偏差超限, 2019-07-17 01:55:40:036, 2019-07-17 06:06:55:821
,300681,变桨系统轴1桨距角偏差超限, 2019-07-17 06:23:23:079, 2019-07-17 06:26:42:599
,300681,变桨系统轴1桨距角偏差超限, 2019-07-17 06:36:44:739, 2019-07-17 08:48:06:486
,800002,机舱紧停开关触发, 2019-07-17 09:06:45:084, 0000-00-00 00:00:00:000
,70096,发电机滑环风扇保护, 2019-07-17 09:23:31:009, 2019-07-17 17:05:38:057
,300681,变桨系统轴1桨距角偏差超限, 2019-07-18 05:07:51:335, 2019-07-18 05:09:10:135
,70059,发电机冷却风扇保护, 2019-07-18 08:20:26:153, 2019-07-18 10:03:37:240
,30903,变流器故障（硬件DI）, 2019-07-19 06:10:39:642, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-07-19 07:06:54:807, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-07-19 10:37:22:383, 0000-00-00 00:00:00:000
,300682,变桨系统轴2桨距角偏差超限, 2019-07-19 12:28:52:719, 2019-07-19 12:33:47:479
,300681,变桨系统轴1桨距角偏差超限, 2019-07-19 14:30:51:901, 2019-07-19 17:15:26:374
,300331,变桨系统轴1冗余24V电源模块报警, 2019-07-19 14:45:43:474, 2019-07-19 14:47:58:614
,220011,紧急停机超时, 2019-07-20 04:20:46:741, 2019-07-20 04:25:34:981
,60004,自动解缆, 2019-07-21 03:20:35:080, 2019-07-21 03:30:50:343
,30902,变流器故障（通讯DI）, 2019-07-21 03:37:07:457, 2019-07-21 03:52:22:253
,80072,齿轮箱润滑油泵马达保护, 2019-07-21 08:04:02:349, 0000-00-00 00:00:00:000
,900101, 塔底DI9371-01模块故障, 2019-07-21 08:11:56:466, 2019-07-21 08:11:59:246
,70096,发电机滑环风扇保护, 2019-07-21 08:44:04:629, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-07-21 10:35:23:683, 2019-07-21 10:37:24:208
,60006,偏航齿润滑, 2019-07-21 12:04:06:803, 2019-07-21 12:23:10:083
,300670,变桨系统桨距角两两偏差超限, 2019-07-21 15:39:55:856, 2019-07-21 15:44:03:996
,300670,变桨系统桨距角两两偏差超限, 2019-07-21 15:41:59:363, 2019-07-21 15:43:36:883
,300670,变桨系统桨距角两两偏差超限, 2019-07-22 11:11:17:859, 2019-07-22 11:41:07:896
,300670,变桨系统桨距角两两偏差超限, 2019-07-22 14:16:07:656, 2019-07-22 14:44:00:474
,300670,变桨系统桨距角两两偏差超限, 2019-07-22 15:05:24:858, 2019-07-22 16:41:58:289
,30903,变流器故障（硬件DI）, 2019-07-23 00:02:21:954, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-07-23 01:35:24:458, 0000-00-00 00:00:00:000
,700106,编码器测得的发电机转速超速, 2019-07-23 02:10:35:776, 2019-07-23 02:11:06:517
,30903,变流器故障（硬件DI）, 2019-07-23 13:45:36:812, 2019-07-23 13:59:07:324
,650001,航灯保护, 2019-07-23 14:03:20:084, 2019-07-24 11:02:21:953
,300321,变桨系统轴1熔断器断开, 2019-07-24 11:14:20:769, 2019-07-24 11:40:43:502
,30206,系统故障, 2019-07-25 10:55:48:461, 2019-07-25 11:05:46:501
,300681,变桨系统轴1桨距角偏差超限, 2019-07-25 13:51:46:393, 2019-07-25 14:13:00:333
,60006,偏航齿润滑, 2019-07-25 14:28:44:982, 0000-00-00 00:00:00:000
,220011,紧急停机超时, 2019-07-26 03:02:58:788, 2019-07-26 03:03:07:428
,300681,变桨系统轴1桨距角偏差超限, 2019-07-26 09:16:12:191, 2019-07-26 09:20:45:643
,60004,自动解缆, 2019-07-27 14:31:48:505, 2019-07-27 14:42:03:257
,60004,自动解缆, 2019-07-27 14:41:45:689, 0000-00-00 00:00:00:000
,190011,发电机定子避雷器保护动作, 2019-07-27 15:15:55:397, 2019-07-27 15:17:18:880
,60004,自动解缆, 2019-07-27 15:37:06:917, 2019-07-27 15:47:36:233
,190011,发电机定子避雷器保护动作, 2019-07-27 15:57:54:449, 2019-07-27 15:59:02:991
,60006,偏航齿润滑, 2019-07-27 15:58:45:662, 2019-07-27 16:09:05:055
,190011,发电机定子避雷器保护动作, 2019-07-27 16:03:56:702, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-07-28 02:46:51:579, 2019-07-28 02:51:40:172
,30903,变流器故障（硬件DI）, 2019-07-28 04:18:58:815, 2019-07-28 04:21:42:495
,10001,机舱振动有效值超限1, 2019-07-28 15:23:32:694, 2019-07-28 15:27:52:224
,300670,变桨系统桨距角两两偏差超限, 2019-07-28 15:30:02:809, 2019-07-28 15:31:48:812
,60002,左偏航限位开关动作, 2019-07-28 15:46:13:664, 0000-00-00 00:00:00:000
,300670,变桨系统桨距角两两偏差超限, 2019-07-28 16:05:59:967, 2019-07-28 17:20:02:206
,30903,变流器故障（硬件DI）, 2019-07-28 17:37:06:412, 2019-07-28 17:38:34:612
,300681,变桨系统轴1桨距角偏差超限, 2019-07-28 18:00:48:785, 2019-07-28 18:15:49:105
,30903,变流器故障（硬件DI）, 2019-07-28 18:24:36:333, 2019-07-28 18:29:51:473
,30903,变流器故障（硬件DI）, 2019-07-28 21:24:30:460, 0000-00-00 00:00:00:000
,700003,风轮转速超速1, 2019-07-28 21:50:59:873, 2019-07-28 21:52:02:975
,300670,变桨系统桨距角两两偏差超限, 2019-07-28 21:52:13:975, 2019-07-28 21:52:23:495
,300670,变桨系统桨距角两两偏差超限, 2019-07-28 22:08:39:688, 2019-07-28 22:10:13:971
,300141,变桨系统电池柜1温度超限, 2019-07-28 22:11:40:954, 2019-07-28 22:13:01:657
,30903,变流器故障（硬件DI）, 2019-07-29 11:12:24:149, 2019-07-29 11:21:09:589
,30903,变流器故障（硬件DI）, 2019-07-29 12:10:49:570, 0000-00-00 00:00:00:000
,10001,机舱振动有效值超限1, 2019-07-29 16:25:01:756, 2019-07-29 16:37:05:142
,30903,变流器故障（硬件DI）, 2019-07-29 17:05:01:192, 2019-07-29 17:11:22:288
,10001,机舱振动有效值超限1, 2019-07-29 17:10:25:774, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-07-29 18:05:08:109, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-07-29 19:13:03:381, 2019-07-29 19:20:58:154
,70031,电机冷却水温度超限, 2019-07-29 21:18:41:952, 2019-07-29 21:19:54:555
,60004,自动解缆, 2019-07-30 13:53:49:960, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-07-30 18:41:56:527, 2019-07-30 19:02:15:213
,70031,电机冷却水温度超限, 2019-07-30 21:50:17:010, 2019-07-30 21:51:54:713
,30903,变流器故障（硬件DI）, 2019-07-30 23:37:15:252, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-07-31 00:20:55:426, 2019-07-31 00:22:26:586
,30903,变流器故障（硬件DI）, 2019-07-31 01:21:32:457, 0000-00-00 00:00:00:000
,30206,系统故障, 2019-07-31 20:35:31:995, 2019-07-31 20:54:34:681
,300681,变桨系统轴1桨距角偏差超限, 2019-08-01 07:37:41:160, 2019-08-01 07:38:35:220
,30903,变流器故障（硬件DI）, 2019-08-01 10:28:45:202, 2019-08-01 11:45:39:689
,80004,齿轮箱中间轴温度超限, 2019-08-01 11:01:12:747, 2019-08-01 11:21:30:873
,30903,变流器故障（硬件DI）, 2019-08-01 12:25:20:562, 2019-08-01 13:24:56:415
,130106,机舱控制柜UPS1电池故障, 2019-08-01 13:03:25:238, 2019-08-01 13:05:03:538
,30903,变流器故障（硬件DI）, 2019-08-01 13:37:16:188, 2019-08-01 13:45:55:448
,30903,变流器故障（硬件DI）, 2019-08-01 17:44:06:522, 2019-08-01 17:45:18:082
,30903,变流器故障（硬件DI）, 2019-08-01 19:20:47:670, 0000-00-00 00:00:00:000
,270005,机舱散热器保护, 2019-08-02 08:18:51:222, 2019-08-02 08:48:08:924
,70096,发电机滑环风扇保护, 2019-08-02 09:01:26:461, 2019-08-02 11:17:43:479
,80072,齿轮箱润滑油泵马达保护, 2019-08-02 10:38:41:734, 2019-08-02 12:01:16:074
,80050,齿轮箱滤芯75%污染, 2019-08-02 12:20:58:878, 2019-08-02 12:23:39:624
,30903,变流器故障（硬件DI）, 2019-08-02 16:01:45:117, 2019-08-02 16:54:27:783
,30903,变流器故障（硬件DI）, 2019-08-04 08:53:57:945, 2019-08-04 08:59:05:545
,30903,变流器故障（硬件DI）, 2019-08-04 09:01:05:645, 2019-08-04 09:07:09:245
,30903,变流器故障（硬件DI）, 2019-08-12 05:44:03:829, 2019-08-12 17:55:51:405
,130102,塔底控制柜UPS2电池故障, 2019-08-13 08:18:24:851, 0000-00-00 00:00:00:000
,130102,塔底控制柜UPS2电池故障, 2019-08-13 08:35:44:778, 0000-00-00 00:00:00:000
,300143,变桨系统电池柜3温度超限, 2019-08-13 09:16:23:107, 2019-08-13 10:07:25:331
,70096,发电机滑环风扇保护, 2019-08-13 09:23:55:642, 2019-08-13 18:21:04:870
,300670,变桨系统桨距角两两偏差超限, 2019-08-13 13:06:08:448, 2019-08-13 13:06:46:409
,20032,自检程序3转速故障2, 2019-08-13 13:27:49:481, 2019-08-13 13:29:32:505
,300681,变桨系统轴1桨距角偏差超限, 2019-08-13 16:58:10:365, 2019-08-13 17:01:06:499
,300681,变桨系统轴1桨距角偏差超限, 2019-08-13 17:13:33:954, 0000-00-00 00:00:00:000
,80075,齿轮箱冷却风扇保护, 2019-08-14 08:05:54:713, 2019-08-14 09:16:18:774
,60004,自动解缆, 2019-08-14 22:15:37:685, 2019-08-14 22:38:43:855
,60006,偏航齿润滑, 2019-08-15 03:20:04:060, 0000-00-00 00:00:00:000
,80072,齿轮箱润滑油泵马达保护, 2019-08-15 09:33:55:181, 2019-08-15 11:00:22:090
,80072,齿轮箱润滑油泵马达保护, 2019-08-15 10:19:39:338, 2019-08-15 17:54:16:741
,300681,变桨系统轴1桨距角偏差超限, 2019-08-15 13:45:24:503, 2019-08-15 13:47:43:003
,270005,机舱散热器保护, 2019-08-15 14:17:46:054, 2019-08-15 14:29:39:568
,50033,液压站1主压力过低, 2019-08-15 14:42:34:908, 2019-08-15 14:52:09:043
,80075,齿轮箱冷却风扇保护, 2019-08-15 15:27:57:007, 2019-08-15 15:40:06:787
,20032,自检程序3转速故障2, 2019-08-15 17:30:10:977, 2019-08-15 17:31:33:059
,60006,偏航齿润滑, 2019-08-15 19:36:43:746, 0000-00-00 00:00:00:000
,60006,偏航齿润滑, 2019-08-15 21:17:17:321, 0000-00-00 00:00:00:000
,800002,机舱紧停开关触发, 2019-08-16 09:22:38:943, 0000-00-00 00:00:00:000
,900271,机舱总线控制器模块BC8083故障, 2019-08-16 10:09:58:171, 2019-08-16 11:23:41:262
,800004,塔底远程紧停, 2019-08-16 11:23:13:547, 2019-08-16 11:57:49:965
,30206,系统故障, 2019-08-16 13:01:43:028, 2019-08-16 13:02:44:208
,300670,变桨系统桨距角两两偏差超限, 2019-08-16 16:41:08:442, 2019-08-16 16:42:03:322
,300681,变桨系统轴1桨距角偏差超限, 2019-08-17 04:39:15:661, 2019-08-17 04:40:21:593
,270005,机舱散热器保护, 2019-08-17 08:24:47:879, 2019-08-17 10:51:42:248
,270005,机舱散热器保护, 2019-08-17 09:38:53:862, 2019-08-17 19:15:41:451
,300670,变桨系统桨距角两两偏差超限, 2019-08-17 13:42:58:314, 0000-00-00 00:00:00:000
,60005,手动偏航, 2019-08-17 13:57:19:790, 2019-08-17 15:41:32:707
,130106,机舱控制柜UPS1电池故障, 2019-08-17 14:26:14:245, 0000-00-00 00:00:00:000
,130106,机舱控制柜UPS1电池故障, 2019-08-17 14:46:13:931, 0000-00-00 00:00:00:000
,300670,变桨系统桨距角两两偏差超限, 2019-08-17 18:45:19:146, 2019-08-17 18:48:51:506
,60004,自动解缆, 2019-08-18 06:29:33:392, 0000-00-00 00:00:00:000
,300670,变桨系统桨距角两两偏差超限, 2019-08-18 07:16:45:325, 2019-08-18 07:19:07:411
,60006,偏航齿润滑, 2019-08-18 07:22:31:574, 0000-00-00 00:00:00:000
,130106,机舱控制柜UPS1电池故障, 2019-08-18 07:57:19:998, 0000-00-00 00:00:00:000
,300682,变桨系统轴2桨距角偏差超限, 2019-08-18 08:39:55:845, 2019-08-18 09:09:19:198
,60006,偏航齿润滑, 2019-08-18 09:13:32:354, 0000-00-00 00:00:00:000
,300670,变桨系统桨距角两两偏差超限, 2019-08-18 09:30:07:057, 2019-08-18 09:31:25:900
,800003,机舱紧停开关盒内紧停开关触发, 2019-08-18 09:33:21:684, 2019-08-18 09:33:51:706
,300681,变桨系统轴1桨距角偏差超限, 2019-08-18 09:55:17:201, 2019-08-18 10:16:48:086
,300682,变桨系统轴2桨距角偏差超限, 2019-08-18 10:09:36:324, 0000-00-00 00:00:00:000
,300682,变桨系统轴2桨距角偏差超限, 2019-08-18 10:42:41:044, 2019-08-18 10:45:40:024
,300670,变桨系统桨距角两两偏差超限, 2019-08-18 12:57:53:768, 2019-08-18 13:10:34:958
,60006,偏航齿润滑, 2019-08-18 17:45:24:556, 2019-08-18 17:55:07:729
,60006,偏航齿润滑, 2019-08-18 17:47:35:775, 0000-00-00 00:00:00:000
,60006,偏航齿润滑, 2019-08-18 17:51:09:041, 0000-00-00 00:00:00:000
,100122,电网B相电压低于下限值, 2019-08-18 21:20:39:873, 2019-08-18 21:32:58:109
,100122,电网B相电压低于下限值, 2019-08-18 23:47:24:266, 2019-08-18 23:50:39:966
,300670,变桨系统桨距角两两偏差超限, 2019-08-19 02:12:09:634, 2019-08-19 02:13:34:754
,300670,变桨系统桨距角两两偏差超限, 2019-08-19 03:17:54:372, 2019-08-19 03:19:51:612
,300670,变桨系统桨距角两两偏差超限, 2019-08-19 03:44:13:222, 2019-08-19 03:55:48:030
,300670,变桨系统桨距角两两偏差超限, 2019-08-19 04:07:43:641, 2019-08-19 04:42:39:972
,100122,电网B相电压低于下限值, 2019-08-19 04:29:48:210, 2019-08-19 04:36:23:183
,60006,偏航齿润滑, 2019-08-19 04:35:08:366, 2019-08-19 04:45:24:665
,100122,电网B相电压低于下限值, 2019-08-19 04:42:11:963, 2019-08-19 07:51:12:695
,60006,偏航齿润滑, 2019-08-19 06:48:04:928, 0000-00-00 00:00:00:000
,60005,手动偏航, 2019-08-19 09:23:34:388, 0000-00-00 00:00:00:000
,70096,发电机滑环风扇保护, 2019-08-19 09:29:52:749, 2019-08-19 12:12:51:674
,140012,风轮锁定2未解锁, 2019-08-19 10:05:22:704, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-08-19 11:45:55:289, 0000-00-00 00:00:00:000
,80072,齿轮箱润滑油泵马达保护, 2019-08-19 12:46:00:350, 2019-08-19 17:51:19:185
,30903,变流器故障（硬件DI）, 2019-08-19 13:33:34:250, 2019-08-19 13:33:46:590
,80072,齿轮箱润滑油泵马达保护, 2019-08-19 17:59:28:425, 0000-00-00 00:00:00:000
,300681,变桨系统轴1桨距角偏差超限, 2019-08-20 09:29:59:945, 2019-08-20 12:23:33:297
,130101,塔底控制柜UPS1电池故障, 2019-08-20 11:12:27:080, 2019-08-20 11:13:41:720
,130101,塔底控制柜UPS1电池故障, 2019-08-20 11:52:23:910, 2019-08-20 11:52:55:610
,300682,变桨系统轴2桨距角偏差超限, 2019-08-21 03:08:07:702, 2019-08-21 03:09:01:062
,300670,变桨系统桨距角两两偏差超限, 2019-08-21 03:19:59:857, 2019-08-21 03:21:14:400
,300670,变桨系统桨距角两两偏差超限, 2019-08-21 03:26:48:434, 2019-08-21 03:34:24:132
,300670,变桨系统桨距角两两偏差超限, 2019-08-21 03:36:36:938, 2019-08-21 03:37:53:781
,300670,变桨系统桨距角两两偏差超限, 2019-08-21 03:40:06:046, 2019-08-21 03:43:46:055
,800003,机舱紧停开关盒内紧停开关触发, 2019-08-21 03:44:46:338, 2019-08-21 03:45:15:179
,80072,齿轮箱润滑油泵马达保护, 2019-08-21 07:22:09:049, 0000-00-00 00:00:00:000
,80072,齿轮箱润滑油泵马达保护, 2019-08-21 07:24:10:333, 2019-08-21 07:34:06:845
,70096,发电机滑环风扇保护, 2019-08-21 10:07:35:027, 2019-08-21 11:02:21:815
,300682,变桨系统轴2桨距角偏差超限, 2019-08-21 10:10:51:183, 2019-08-21 10:19:32:883
,60004,自动解缆, 2019-08-21 10:12:21:084, 0000-00-00 00:00:00:000
,80076,齿轮箱冷却风扇加热器保护, 2019-08-21 11:18:00:926, 2019-08-21 19:18:07:488
,50033,液压站1主压力过低, 2019-08-21 19:41:25:765, 2019-08-21 20:45:40:359
,50021,液压油2油位过低, 2019-08-21 20:51:31:299, 2019-08-22 09:11:04:524
,60005,手动偏航, 2019-08-21 21:38:36:170, 2019-08-21 21:43:36:550
,300682,变桨系统轴2桨距角偏差超限, 2019-08-22 11:33:10:023, 2019-08-22 11:39:45:797
,300681,变桨系统轴1桨距角偏差超限, 2019-08-24 06:52:55:265, 2019-08-24 06:54:11:225
,70065,发电机冷却水泵保护, 2019-08-24 07:51:38:841, 0000-00-00 00:00:00:000
,300681,变桨系统轴1桨距角偏差超限, 2019-08-24 07:58:39:252, 2019-08-24 08:00:01:912
,300681,变桨系统轴1桨距角偏差超限, 2019-08-24 08:30:03:772, 0000-00-00 00:00:00:000
,300681,变桨系统轴1桨距角偏差超限, 2019-08-24 08:51:50:248, 2019-08-24 08:52:59:228
,300670,变桨系统桨距角两两偏差超限, 2019-08-24 12:04:41:570, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-08-24 12:21:25:355, 2019-08-24 12:21:27:475
,300670,变桨系统桨距角两两偏差超限, 2019-08-24 12:29:59:772, 0000-00-00 00:00:00:000
,300670,变桨系统桨距角两两偏差超限, 2019-08-24 13:14:29:198, 2019-08-24 13:16:19:018
,300681,变桨系统轴1桨距角偏差超限, 2019-08-24 13:19:30:198, 2019-08-24 13:38:33:871
,300681,变桨系统轴1桨距角偏差超限, 2019-08-24 13:48:09:543, 2019-08-24 14:13:24:607
,300681,变桨系统轴1桨距角偏差超限, 2019-08-24 14:15:35:727, 2019-08-24 15:37:51:758
,270005,机舱散热器保护, 2019-08-24 14:45:09:756, 2019-08-24 15:01:40:144
,300670,变桨系统桨距角两两偏差超限, 2019-08-24 15:40:41:178, 2019-08-24 16:00:35:153
,300101,变桨系统轴1的电池主开关断开, 2019-08-24 16:44:43:338, 2019-08-24 16:58:13:682
,300670,变桨系统桨距角两两偏差超限, 2019-08-24 17:27:57:693, 2019-08-24 17:29:00:953
,300670,变桨系统桨距角两两偏差超限, 2019-08-24 17:32:50:304, 2019-08-24 17:45:00:904
,300670,变桨系统桨距角两两偏差超限, 2019-08-24 17:51:17:367, 2019-08-24 18:34:20:453
,800002,机舱紧停开关触发, 2019-08-25 08:20:35:584, 2019-08-25 08:57:02:326
,300681,变桨系统轴1桨距角偏差超限, 2019-08-25 09:15:27:656, 2019-08-25 10:39:25:078
,70072,发电机接地电刷故障, 2019-08-25 09:26:59:423, 0000-00-00 00:00:00:000
,300670,变桨系统桨距角两两偏差超限, 2019-08-25 10:48:46:257, 2019-08-25 11:07:08:360
,300670,变桨系统桨距角两两偏差超限, 2019-08-25 11:39:49:604, 2019-08-25 11:51:53:147
,300101,变桨系统轴1的电池主开关断开, 2019-08-25 19:22:44:971, 2019-08-25 20:12:19:195
,30903,变流器故障（硬件DI）, 2019-08-26 00:18:39:562, 2019-08-26 13:53:52:541
,300670,变桨系统桨距角两两偏差超限, 2019-08-27 15:54:08:455, 2019-08-27 15:56:38:621
,300670,变桨系统桨距角两两偏差超限, 2019-08-27 16:14:19:541, 2019-08-27 16:15:32:884
,300670,变桨系统桨距角两两偏差超限, 2019-08-27 16:44:24:150, 2019-08-27 16:46:20:435
,60004,自动解缆, 2019-08-27 18:40:21:649, 2019-08-27 19:08:14:082
,300670,变桨系统桨距角两两偏差超限, 2019-08-27 21:13:38:069, 2019-08-27 21:31:46:290
,300670,变桨系统桨距角两两偏差超限, 2019-08-27 21:31:57:991, 2019-08-27 21:33:49:575
,30903,变流器故障（硬件DI）, 2019-08-27 23:34:23:562, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-08-27 23:36:13:848, 2019-08-27 23:40:44:643
,30903,变流器故障（硬件DI）, 2019-08-27 23:38:54:460, 2019-08-27 23:41:05:792
,30903,变流器故障（硬件DI）, 2019-08-27 23:43:28:312, 2019-08-27 23:51:31:452
,30903,变流器故障（硬件DI）, 2019-08-27 23:47:36:827, 2019-08-27 23:54:03:027
,300670,变桨系统桨距角两两偏差超限, 2019-08-28 00:15:48:381, 0000-00-00 00:00:00:000
,20032,自检程序3转速故障2, 2019-08-28 00:38:49:422, 2019-08-28 00:44:33:975
,60004,自动解缆, 2019-08-28 05:03:43:952, 2019-08-28 05:23:50:243
,60004,自动解缆, 2019-08-28 10:49:50:154, 2019-08-28 11:09:27:279
,130101,塔底控制柜UPS1电池故障, 2019-08-30 07:44:57:046, 2019-08-30 07:46:52:246
,800002,机舱紧停开关触发, 2019-08-30 09:08:44:212, 2019-08-30 11:16:11:049
,30903,变流器故障（硬件DI）, 2019-08-30 12:22:17:161, 2019-08-30 12:23:30:481
,300322,变桨系统轴2熔断器断开, 2019-08-30 15:35:00:479, 2019-08-30 18:16:50:246
,300670,变桨系统桨距角两两偏差超限, 2019-08-31 03:11:26:213, 2019-08-31 05:34:45:543
,300670,变桨系统桨距角两两偏差超限, 2019-08-31 05:36:58:128, 2019-08-31 05:40:18:557
,300670,变桨系统桨距角两两偏差超限, 2019-08-31 05:42:30:902, 2019-08-31 06:07:12:923
,300670,变桨系统桨距角两两偏差超限, 2019-08-31 06:09:50:649, 2019-08-31 06:30:02:240
,30206,系统故障, 2019-08-31 07:06:42:016, 2019-08-31 07:29:54:058
,300683,变桨系统轴3桨距角偏差超限, 2019-08-31 07:55:08:008, 2019-08-31 08:05:52:629
,140012,风轮锁定2未解锁, 2019-08-31 08:19:41:469, 2019-08-31 09:11:44:890
,70096,发电机滑环风扇保护, 2019-08-31 08:29:58:045, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-08-31 15:08:37:284, 2019-08-31 15:09:00:904
,130201,塔底控制柜UPS1供电异常, 2019-08-31 15:16:29:344, 2019-08-31 15:17:46:220
,300681,变桨系统轴1桨距角偏差超限, 2019-08-31 16:31:43:396, 2019-08-31 16:36:57:456
,30903,变流器故障（硬件DI）, 2019-09-01 08:53:59:868, 2019-09-01 08:57:12:568
,700003,风轮转速超速1, 2019-09-01 15:17:09:651, 2019-09-01 15:20:21:808
,300683,变桨系统轴3桨距角偏差超限, 2019-09-02 14:48:07:268, 2019-09-02 14:53:15:148
,80020,齿轮箱冷却水温超限, 2019-09-02 16:43:05:197, 2019-09-02 16:55:24:557
,20032,自检程序3转速故障2, 2019-09-03 03:24:03:171, 2019-09-03 06:03:05:389
,800004,塔底远程紧停, 2019-09-03 09:01:03:901, 2019-09-03 09:33:32:456
,70072,发电机接地电刷故障, 2019-09-03 09:21:06:813, 2019-09-03 10:15:01:399
,300670,变桨系统桨距角两两偏差超限, 2019-09-03 11:32:46:696, 2019-09-03 11:35:29:816
,60302,偏航软启动器准备好, 2019-09-03 12:39:50:102, 2019-09-03 13:27:17:913
,300682,变桨系统轴2桨距角偏差超限, 2019-09-04 22:23:53:287, 2019-09-04 22:25:18:927
,60606,偏航轴承润滑压力开关异常, 2019-09-05 01:10:51:508, 2019-09-05 01:20:51:633
,300681,变桨系统轴1桨距角偏差超限, 2019-09-06 03:34:11:080, 2019-09-06 03:44:39:092
,70031,电机冷却水温度超限, 2019-09-06 15:12:47:996, 2019-09-06 15:23:33:521
,30903,变流器故障（硬件DI）, 2019-09-06 19:40:38:304, 2019-09-06 19:42:21:164
,30903,变流器故障（硬件DI）, 2019-09-06 20:29:29:229, 2019-09-06 20:37:17:449
,30903,变流器故障（硬件DI）, 2019-09-06 20:40:58:612, 2019-09-06 20:42:40:352
,300683,变桨系统轴3桨距角偏差超限, 2019-09-06 21:33:33:203, 2019-09-06 22:06:51:436
,30111,超速, 2019-09-06 23:41:54:695, 2019-09-07 00:02:47:606
,300681,变桨系统轴1桨距角偏差超限, 2019-09-07 14:53:31:798, 2019-09-07 15:00:19:031
,300670,变桨系统桨距角两两偏差超限, 2019-09-07 18:23:13:540, 2019-09-07 18:32:07:481
,60004,自动解缆, 2019-09-08 06:13:35:101, 2019-09-08 09:07:06:224
,30903,变流器故障（硬件DI）, 2019-09-08 08:38:13:826, 2019-09-08 11:20:02:880
,60006,偏航齿润滑, 2019-09-08 09:54:50:218, 0000-00-00 00:00:00:000
,70072,发电机接地电刷故障, 2019-09-08 13:02:30:448, 0000-00-00 00:00:00:000
,60006,偏航齿润滑, 2019-09-08 14:32:40:663, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-09-08 14:50:36:675, 0000-00-00 00:00:00:000
,300670,变桨系统桨距角两两偏差超限, 2019-09-09 23:09:09:330, 2019-09-09 23:10:46:114
,300670,变桨系统桨距角两两偏差超限, 2019-09-09 23:25:03:528, 2019-09-09 23:26:02:790
,300670,变桨系统桨距角两两偏差超限, 2019-09-09 23:37:26:997, 2019-09-09 23:39:34:342
,70096,发电机滑环风扇保护, 2019-09-10 08:57:26:597, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-09-10 10:00:59:068, 0000-00-00 00:00:00:000
,80072,齿轮箱润滑油泵马达保护, 2019-09-10 11:05:09:780, 0000-00-00 00:00:00:000
,300670,变桨系统桨距角两两偏差超限, 2019-09-10 14:15:37:364, 2019-09-10 14:16:57:244
,60006,偏航齿润滑, 2019-09-10 14:24:27:504, 2019-09-10 14:34:47:837
,270101,塔底过滤器风扇保护, 2019-09-10 14:25:12:364, 2019-09-10 14:49:09:252
,130107,机舱控制柜UPS2电池故障, 2019-09-10 14:54:50:191, 0000-00-00 00:00:00:000
,30206,系统故障, 2019-09-10 16:11:04:591, 2019-09-10 16:22:06:264
,80023,齿轮箱冷却水压力异常, 2019-09-10 20:40:52:124, 2019-09-11 10:42:31:995
,300682,变桨系统轴2桨距角偏差超限, 2019-09-10 22:44:04:023, 2019-09-10 22:45:19:563
,60004,自动解缆, 2019-09-11 08:38:16:624, 2019-09-11 09:15:28:795
